customer_id,age,income,tenure_months,city,plan,is_active,signup_date,churned
C00105,32.0,37662.38,37,city_15,pro,True,2021-11-07,no
C00106,38.0,,31,city_12,basic,True,2022-11-08,yes
C00107,71.0,21678.75,94,city_34,pro,True,2023-11-17,yes
C00108,33.0,26757.73,12,city_7,basic,True,2021-05-29,yes
C00109,53.0,10855.58,4,city_9,basic,True,2021-02-14,yes
C00110,66.0,29907.67,91,city_30,pro,True,2020-02-09,no
C00111,22.0,,4,city_14,basic,False,2022-04-06,yes
C00112,,105005.33,59,city_5,pro,False,2023-07-27,no
C00113,26.0,,20,city_6,basic,True,2022-05-16,yes
C00114,,26102.96,44,city_27,pro,True,2022-06-02,yes
C00115,72.0,70202.32,4,city_22,basic,True,2023-10-29,no
C00116,61.0,59024.12,51,city_9,enterprise,True,2022-12-04,no
C00117,65.0,49767.94,117,city_13,enterprise,True,2023-09-15,no
C00118,41.0,31462.32,102,city_15,pro,True,2020-09-06,no
C00119,31.0,48270.55,118,city_25,basic,True,2020-07-15,yes
C00120,68.0,25868.81,11,city_5,pro,True,2020-06-10,yes
C00121,57.0,66484.11,43,city_36,enterprise,True,2021-06-02,no
C00122,21.0,30131.8,8,city_25,pro,True,2021-01-27,yes
C00123,47.0,26580.94,3,city_23,pro,True,2023-09-21,no
C00124,30.0,38383.56,30,city_14,basic,True,2023-01-09,yes
C00125,30.0,27997.97,38,city_5,basic,True,2022-05-03,yes
C00126,,32147.44,71,city_10,pro,False,2023-01-05,no
C00127,47.0,,93,city_13,basic,True,2020-10-17,yes
C00128,26.0,55656.12,55,city_23,basic,True,2021-01-04,yes
C00129,72.0,18286.42,81,city_33,basic,True,2021-03-07,yes
C00130,56.0,63173.6,36,city_33,basic,False,2020-08-04,yes
C00131,71.0,32412.45,106,city_7,enterprise,False,2024-01-26,no
C00132,,,82,city_22,basic,True,2020-12-29,no
C00133,39.0,14040.82,9,city_4,enterprise,False,2022-09-15,yes
C00134,62.0,41550.75,82,city_4,,False,2022-01-01,no
C00135,45.0,22194.46,0,city_20,pro,True,2021-07-11,yes
C00136,25.0,62708.43,31,city_33,pro,True,2020-04-14,yes
C00137,35.0,29399.14,63,city_38,pro,True,2022-09-30,yes
C00138,60.0,63370.07,97,city_0,pro,True,2021-07-07,no
C00139,65.0,26776.03,41,city_21,pro,True,2022-09-11,yes
C00140,23.0,38966.93,14,city_24,pro,True,2022-09-21,yes
C00141,54.0,42591.52,52,city_29,basic,True,2023-02-12,yes
C00142,70.0,13177.99,105,city_1,basic,True,2020-03-25,no
C00143,,33906.58,69,city_34,basic,True,2021-05-11,yes
C00144,59.0,,12,city_37,basic,False,2022-07-05,yes
C00145,47.0,45747.81,63,city_7,pro,True,2022-05-30,no
C00146,44.0,172234.37,74,city_26,pro,True,2021-11-20,no
C00147,18.0,31569.52,28,city_17,pro,True,2022-05-21,yes
C00148,40.0,90001.79,32,city_32,pro,False,2021-08-15,no
C00149,52.0,39350.58,69,city_26,pro,True,2023-08-21,no
C00150,,,36,city_37,basic,False,2022-03-02,yes
C00151,24.0,45186.53,108,city_23,enterprise,True,2020-07-01,no
C00152,58.0,23143.71,92,city_10,pro,True,2023-09-18,no
C00153,52.0,27264.88,97,city_35,pro,True,2020-04-14,no
C00154,60.0,45328.28,95,city_37,,True,2020-08-31,no
C00155,64.0,20261.76,113,city_23,basic,True,2022-10-23,yes
C00156,70.0,52120.69,18,city_28,basic,False,2023-06-04,no
C00157,67.0,26901.77,3,city_0,basic,True,2021-01-30,yes
C00158,47.0,29815.43,117,city_2,basic,True,2022-12-18,yes
C00159,56.0,50842.92,80,city_21,pro,True,2021-11-29,no
C00160,60.0,22040.98,111,city_31,pro,False,2022-09-04,no
C00161,35.0,,21,city_17,pro,False,2021-05-20,no
C00162,23.0,40963.56,41,city_36,basic,True,2021-11-11,yes
C00163,33.0,,92,city_24,pro,True,2022-12-23,yes
C00164,67.0,17941.39,89,city_1,basic,True,2020-10-29,yes
C00165,72.0,,67,city_10,basic,True,2020-10-17,no
C00166,30.0,20330.07,104,city_10,basic,True,2021-03-11,yes
C00167,59.0,34688.32,85,city_23,pro,True,2020-03-09,no
C00168,,61769.47,6,city_7,basic,False,2023-01-10,yes
C00169,46.0,64576.7,61,city_12,pro,True,2021-02-23,no
C00170,72.0,18794.96,83,city_10,pro,False,2021-02-15,no
C00171,65.0,45728.72,57,city_36,pro,True,2022-06-07,no
C00172,55.0,12038.65,2,city_35,basic,True,2024-01-11,yes
C00173,27.0,49734.56,0,city_8,enterprise,True,2021-12-26,yes
C00174,,28061.13,80,city_37,,True,2023-01-05,yes
C00175,,,91,city_18,basic,False,2023-12-30,yes
C00176,22.0,53501.23,16,city_7,pro,False,2022-01-04,yes
C00177,45.0,25299.92,100,city_16,,False,2021-08-26,no
C00178,30.0,260673.2,81,city_33,pro,True,2021-12-20,no
C00179,59.0,100848.73,83,city_35,pro,True,2024-01-18,no
C00180,,31609.24,6,city_39,enterprise,True,2021-12-16,yes
C00181,24.0,19683.68,113,city_37,enterprise,True,2020-01-17,no
C00182,74.0,,8,city_34,pro,True,2023-03-03,no
C00183,51.0,44081.52,31,city_18,pro,True,2023-05-29,yes
C00184,39.0,37306.57,65,city_12,basic,True,2022-08-18,yes
C00185,39.0,78414.29,75,city_34,pro,False,2021-12-23,no
C00186,48.0,180376.81,19,city_22,pro,True,2020-03-31,no
C00187,61.0,47291.01,33,city_8,enterprise,True,2022-05-22,no
C00188,46.0,42379.64,20,city_1,pro,True,2023-01-01,no
C00189,74.0,24184.71,87,city_30,pro,False,2022-10-15,no
C00190,69.0,,99,city_30,pro,False,2021-06-07,no
C00191,73.0,,79,city_5,pro,True,2020-08-12,no
C00192,73.0,28539.54,29,city_29,basic,False,2022-04-06,yes
C00193,30.0,48713.15,58,city_5,enterprise,True,2023-11-26,no
C00194,30.0,103264.29,67,city_29,basic,True,2021-02-14,no
C00195,63.0,40276.88,46,city_13,basic,True,2021-11-24,yes
C00196,54.0,,45,city_27,basic,True,2020-01-16,yes
C00197,25.0,82648.76,48,city_36,basic,True,2021-02-20,no
C00198,39.0,41831.14,29,city_3,basic,False,2023-06-05,yes
C00199,59.0,27820.4,46,city_35,pro,True,2020-11-15,no
C00200,56.0,50677.13,56,city_20,basic,True,2023-09-04,yes
C00201,,,24,city_10,pro,True,2022-03-17,yes
C00202,,19355.95,73,city_2,enterprise,True,2020-07-22,no
C00203,36.0,41244.5,41,city_24,pro,True,2021-01-31,no
C00204,46.0,23444.8,56,city_14,pro,True,2020-11-23,no
C00205,,63914.58,85,city_12,pro,True,2020-04-19,no
C00206,23.0,32317.25,59,city_4,enterprise,True,2020-05-04,no
C00207,53.0,37573.86,102,city_9,basic,False,2023-07-12,no
C00208,31.0,45297.75,10,city_25,pro,True,2023-06-13,no
C00209,,33583.62,54,city_2,pro,False,2020-02-18,no
C00210,71.0,32952.78,111,city_33,basic,True,2023-11-23,yes
C00211,41.0,43294.84,75,city_13,basic,True,2020-06-19,yes
C00212,49.0,21697.65,49,city_38,basic,False,2024-01-12,yes
C00213,51.0,28152.96,10,city_13,,True,2023-03-27,yes
C00214,63.0,37930.39,113,city_14,basic,True,2021-10-11,no
C00215,,32236.01,31,city_25,basic,True,2020-11-20,yes
C00216,70.0,46343.95,2,city_36,pro,True,2022-11-11,yes
C00217,45.0,19488.38,4,city_9,basic,True,2020-04-06,yes
C00218,32.0,,77,city_9,enterprise,True,2020-12-26,no
C00219,63.0,,117,city_9,basic,False,2023-05-02,no
C00220,59.0,39723.73,46,city_5,pro,False,2022-09-09,no
C00221,60.0,37503.14,52,city_23,pro,True,2021-02-08,yes
C00222,50.0,32008.06,109,city_22,basic,True,2021-03-12,yes
C00223,52.0,47173.84,88,city_2,enterprise,False,2022-09-13,no
C00224,49.0,22268.81,25,city_19,,True,2020-03-03,yes
C00225,66.0,10114.14,59,city_5,basic,False,2022-03-23,yes
C00226,73.0,64082.98,6,city_39,enterprise,True,2023-07-17,no
C00227,56.0,25733.29,59,city_9,basic,False,2021-07-04,no
C00228,,31209.27,33,city_7,pro,True,2020-12-18,no
C00229,27.0,43313.98,19,city_38,pro,True,2022-04-02,yes
C00230,27.0,,29,city_39,,False,2022-04-02,yes
C00231,31.0,32316.42,81,city_21,pro,True,2023-05-12,yes
C00232,39.0,32632.4,40,city_35,pro,False,2022-04-21,no
C00233,,72314.38,107,city_26,pro,False,2022-04-28,no
C00234,19.0,49337.46,1,city_13,basic,False,2022-05-27,yes
C00235,49.0,125401.73,102,city_3,pro,True,2020-01-07,no
C00236,32.0,118323.53,12,city_9,basic,False,2020-01-15,yes
C00237,34.0,,18,city_3,basic,True,2022-09-07,yes
C00238,66.0,35664.89,16,city_36,basic,True,2023-11-21,yes
C00239,43.0,93616.64,61,city_35,pro,False,2020-11-07,no
C00240,67.0,44344.51,60,city_36,basic,True,2022-07-29,yes
C00241,64.0,25681.24,10,city_29,basic,True,2021-06-10,yes
C00242,51.0,35494.55,116,city_22,basic,True,2023-04-09,no
C00243,39.0,37933.85,65,city_12,pro,True,2023-01-28,no
C00244,37.0,63247.87,28,city_33,pro,True,2020-01-24,yes
C00245,36.0,56720.23,18,city_15,enterprise,False,2023-07-20,yes
C00246,18.0,188071.26,48,city_22,basic,False,2020-11-12,no
C00247,31.0,,67,city_23,basic,True,2020-07-30,no
C00248,28.0,31994.5,99,city_30,basic,False,2020-12-05,no
C00249,70.0,59787.27,23,city_21,enterprise,True,2021-07-01,no
C00250,,13118.97,41,city_22,enterprise,True,2021-03-29,yes
C00251,46.0,,44,city_20,basic,False,2022-05-27,yes
C00252,26.0,68545.64,48,city_36,pro,True,2023-12-30,yes
C00253,73.0,54450.17,25,city_35,pro,True,2022-07-05,no
C00254,51.0,70274.96,101,city_33,enterprise,True,2023-09-07,no
C00255,54.0,28745.49,24,city_18,pro,True,2023-09-13,no
C00256,43.0,48518.76,48,city_36,enterprise,True,2021-01-15,no
C00257,62.0,71916.27,111,city_21,pro,True,2023-08-02,no
C00258,69.0,26864.26,68,city_13,basic,True,2022-07-16,yes
C00259,72.0,,65,city_14,pro,True,2022-02-23,no
C00260,60.0,49177.54,7,city_35,basic,False,2020-02-18,yes
C00261,46.0,20645.89,19,city_2,,True,2022-06-01,yes
C00262,,19256.18,27,city_0,pro,True,2020-04-27,yes
C00263,67.0,22466.09,54,city_10,basic,True,2023-12-25,yes
C00264,33.0,15466.56,57,city_22,basic,False,2020-01-28,yes
C00265,18.0,,9,city_32,enterprise,True,2023-01-17,yes
C00266,36.0,20116.32,27,city_3,basic,True,2022-03-11,yes
C00267,57.0,36020.26,83,city_16,basic,True,2020-08-03,no
C00268,62.0,60181.94,8,city_30,enterprise,False,2024-01-08,no
C00269,66.0,37671.35,13,city_29,basic,True,2022-08-10,yes
C00270,18.0,14596.32,62,city_15,,False,2021-10-15,yes
C00271,,25532.9,80,city_24,basic,False,2023-12-14,no
C00272,27.0,15660.09,52,city_22,pro,False,2022-03-07,yes
C00273,64.0,23931.57,53,city_24,enterprise,True,2023-05-12,no
C00274,74.0,,14,city_3,,True,2023-11-02,yes
C00275,52.0,123124.32,52,city_8,basic,False,2023-04-04,no
C00276,66.0,47451.54,9,city_14,enterprise,False,2023-03-26,no
C00277,61.0,30182.22,14,city_32,pro,False,2022-02-22,yes
C00278,23.0,23665.84,55,city_13,enterprise,False,2022-03-03,no
C00279,39.0,64539.54,91,city_16,basic,True,2020-12-13,no
C00280,34.0,27815.11,27,city_17,basic,False,2020-11-21,yes
C00281,59.0,19231.73,18,city_15,enterprise,False,2020-08-12,no
C00282,29.0,31015.16,61,city_7,basic,True,2020-05-26,yes
C00283,60.0,78412.92,112,city_20,basic,False,2020-03-16,no
C00284,50.0,57272.83,49,city_36,basic,True,2020-12-06,yes
C00285,,90485.44,37,city_39,basic,True,2021-10-13,yes
C00286,54.0,36774.01,87,city_37,basic,False,2021-01-20,yes
C00287,23.0,20453.81,86,city_26,basic,False,2020-02-14,yes
C00288,46.0,15626.89,32,city_19,basic,True,2021-09-27,yes
C00289,61.0,60090.04,98,city_11,pro,True,2020-11-30,no
C00290,47.0,41909.12,96,city_29,pro,True,2021-12-16,no
C00291,67.0,29186.15,7,city_19,pro,False,2024-01-18,yes
C00292,64.0,74608.74,43,city_26,basic,True,2023-12-15,no
C00293,,113407.4,29,city_21,pro,True,2022-10-27,no
C00294,70.0,24773.64,47,city_24,pro,False,2020-04-25,no
C00295,66.0,19536.2,74,city_31,basic,True,2020-07-05,yes
C00296,,63298.85,114,city_10,,False,2021-08-12,no
C00297,25.0,15186.58,115,city_21,enterprise,True,2020-07-12,no
C00298,46.0,7356.66,24,city_20,pro,False,2023-01-02,yes
C00299,65.0,27073.61,56,city_37,basic,True,2022-11-21,yes
C00300,68.0,,99,city_15,basic,True,2020-03-19,no
C00301,66.0,,39,city_18,basic,True,2020-07-20,yes
C00302,32.0,,40,city_17,basic,True,2022-06-10,yes
C00303,65.0,33023.21,19,city_15,basic,False,2022-11-10,yes
C00304,,19695.13,11,city_29,basic,False,2022-10-25,yes
C00305,,23422.43,114,city_8,basic,True,2023-11-18,yes
C00306,59.0,16308.96,64,city_24,basic,True,2021-04-07,yes
C00307,31.0,37284.87,101,city_27,basic,True,2020-09-08,yes
C00308,,19342.14,94,city_2,basic,True,2023-12-21,yes
C00309,21.0,71426.46,94,city_5,pro,True,2020-07-31,no
C00310,25.0,,75,city_8,enterprise,True,2020-08-18,yes
C00311,67.0,29400.64,94,city_15,enterprise,False,2021-01-17,no
C00312,60.0,40728.33,89,city_13,basic,True,2023-09-15,no
C00313,50.0,29316.78,32,city_38,,True,2023-06-25,no
C00314,51.0,27194.95,83,city_22,,True,2024-01-20,no
C00315,,16056.55,97,city_39,basic,True,2020-04-08,yes
C00316,45.0,47902.77,52,city_5,basic,False,2020-04-21,yes
C00317,22.0,46426.5,61,city_7,pro,True,2020-05-03,yes
C00318,56.0,,62,city_30,pro,False,2020-06-08,yes
C00319,49.0,15197.66,6,city_24,pro,False,2021-01-13,yes
C00320,67.0,27854.21,83,city_18,basic,True,2022-09-22,yes
C00321,48.0,,49,city_12,pro,True,2021-07-12,no
C00322,32.0,42645.04,26,city_39,pro,False,2020-12-20,no
C00323,62.0,92869.59,30,city_14,pro,False,2023-12-02,no
C00324,61.0,29782.14,0,city_19,basic,True,2021-08-30,yes
C00325,30.0,75036.99,79,city_1,basic,True,2021-07-27,no
C00326,34.0,61289.18,10,city_7,basic,False,2022-09-27,yes
C00327,67.0,,21,city_34,basic,True,2020-10-15,yes
C00328,44.0,78266.28,68,city_7,basic,True,2020-09-30,no
C00329,50.0,18646.78,1,city_18,basic,True,2022-08-18,yes
C00330,61.0,31553.02,108,city_1,pro,True,2020-09-07,no
C00331,51.0,12224.81,46,city_34,pro,False,2022-12-20,yes
C00332,26.0,18463.35,106,city_38,enterprise,True,2020-11-12,no
C00333,70.0,28439.65,10,city_16,basic,False,2022-03-14,yes
C00334,48.0,46720.15,82,city_19,basic,True,2021-01-23,yes
C00335,51.0,44778.28,51,city_6,basic,True,2022-10-16,yes
C00336,33.0,68477.73,58,city_21,enterprise,True,2022-08-04,no
C00337,40.0,21017.7,94,city_27,pro,True,2023-08-03,no
C00338,74.0,69533.31,40,city_11,pro,True,2020-04-29,yes
C00339,71.0,62691.42,39,city_7,basic,False,2022-10-10,no
C00340,,33297.78,117,city_30,pro,False,2023-04-02,no
C00341,30.0,68615.91,87,city_6,basic,True,2021-09-30,yes
C00342,22.0,26653.55,109,city_1,,True,2022-04-24,no
C00343,62.0,39001.88,20,city_32,pro,False,2020-12-26,yes
C00344,73.0,100628.97,32,city_18,enterprise,True,2021-05-27,no
C00345,38.0,10123.86,46,city_24,pro,True,2020-07-20,yes
C00346,61.0,12511.6,97,city_10,pro,False,2022-07-25,yes
C00347,67.0,44072.16,92,city_35,basic,True,2021-09-27,no
C00348,36.0,18932.46,99,city_7,pro,True,2022-11-24,no
C00349,74.0,127714.98,56,city_10,pro,True,2022-05-14,no
C00350,39.0,85518.23,6,city_19,pro,False,2023-08-01,yes
C00351,68.0,77542.71,64,city_15,pro,True,2020-05-16,no
C00352,40.0,21971.53,114,city_15,enterprise,True,2021-01-03,no
C00353,36.0,21496.22,10,city_9,pro,True,2020-09-17,yes
C00354,23.0,39607.19,117,city_36,pro,False,2021-01-12,yes
C00355,,56982.92,4,city_7,pro,True,2023-12-03,yes
C00356,73.0,16724.05,12,city_33,basic,False,2021-09-30,yes
C00357,23.0,,100,city_26,pro,False,2022-12-16,no
C00358,23.0,69115.11,103,city_19,pro,False,2021-06-08,no
C00359,,23256.47,4,city_36,pro,True,2021-11-10,yes
C00360,49.0,55968.71,97,city_37,basic,True,2022-02-16,yes
C00361,47.0,20544.82,59,city_21,basic,True,2023-11-13,yes
C00362,34.0,53559.29,82,city_2,pro,False,2023-08-29,no
C00363,60.0,34840.38,7,city_26,pro,True,2024-01-24,no
C00364,72.0,55552.72,12,city_6,enterprise,True,2021-11-09,no
C00365,64.0,45629.12,8,city_38,enterprise,True,2023-02-20,no
C00366,22.0,41469.47,111,city_37,enterprise,False,2021-08-21,no
C00367,64.0,56024.87,12,city_11,pro,False,2023-12-27,no
C00368,56.0,38491.79,108,city_32,pro,True,2022-10-20,no
C00369,31.0,,22,city_11,pro,True,2023-10-20,no
C00370,,59540.9,21,city_26,basic,False,2021-06-03,yes
C00371,30.0,27654.7,109,city_36,basic,True,2023-09-28,yes
C00372,72.0,21014.4,43,city_23,basic,True,2021-08-26,yes
C00373,42.0,80365.58,67,city_11,pro,True,2023-02-08,no
C00374,45.0,,102,city_39,enterprise,True,2021-06-21,no
C00375,73.0,58238.26,31,city_17,basic,True,2022-03-03,no
C00376,34.0,25115.56,64,city_16,basic,True,2024-02-01,yes
C00377,64.0,23033.45,77,city_22,basic,True,2020-02-07,yes
C00378,23.0,8453.69,86,city_28,pro,True,2020-03-24,no
C00379,58.0,40093.13,93,city_31,basic,True,2022-06-23,no
C00380,47.0,22319.27,64,city_6,basic,True,2020-12-27,yes
C00381,27.0,152068.86,41,city_21,basic,True,2023-04-25,no
C00382,62.0,76449.61,118,city_3,basic,False,2021-05-16,no
C00383,73.0,41993.9,10,city_2,basic,True,2023-10-31,yes
C00384,57.0,,53,city_4,pro,True,2023-03-11,no
C00385,,12446.02,95,city_24,pro,True,2020-04-26,yes
C00386,24.0,51558.86,25,city_21,basic,True,2021-11-11,yes
C00387,20.0,32670.77,105,city_20,pro,True,2022-08-05,no
C00388,55.0,84772.85,10,city_12,basic,True,2022-03-15,yes
C00389,40.0,59338.79,81,city_19,enterprise,False,2022-01-04,no
C00390,67.0,33968.77,76,city_35,,False,2022-08-12,no
C00391,64.0,,13,city_10,pro,True,2023-06-24,no
C00392,27.0,78128.56,45,city_16,enterprise,True,2020-04-09,no
C00393,53.0,50517.81,77,city_2,basic,True,2020-12-09,no
C00394,33.0,15791.71,17,city_3,basic,True,2022-12-28,yes
C00395,38.0,23014.18,4,city_0,pro,True,2022-06-17,yes
C00396,50.0,22747.07,9,city_18,basic,True,2024-01-31,yes
C00397,53.0,33114.11,62,city_38,basic,True,2023-03-15,yes
C00398,39.0,36173.17,101,city_18,pro,False,2023-05-19,no
C00399,24.0,45042.4,37,city_3,pro,False,2023-02-13,no
C00400,38.0,17013.06,13,city_33,pro,True,2020-11-26,yes
C00401,18.0,41098.41,32,city_27,basic,False,2022-11-02,yes
C00402,38.0,74759.47,24,city_7,pro,True,2020-07-01,yes
C00403,,,85,city_25,enterprise,True,2022-06-26,no
C00404,39.0,,45,city_21,basic,True,2023-11-29,no
C00405,,30030.76,104,city_4,pro,True,2021-04-12,yes
C00406,29.0,30677.54,3,city_12,basic,True,2020-01-20,yes
C00407,65.0,32631.9,81,city_34,pro,True,2023-03-17,no
C00408,29.0,42187.72,93,city_25,,False,2023-12-23,yes
C00409,54.0,36801.1,10,city_35,basic,True,2020-08-18,yes
C00410,26.0,,73,city_10,basic,True,2020-10-13,yes
C00411,63.0,89443.62,31,city_24,pro,True,2021-05-13,no
C00412,61.0,57644.43,102,city_13,basic,False,2021-01-21,no
C00413,25.0,,46,city_12,basic,True,2022-03-01,yes
C00414,71.0,56808.56,57,city_5,pro,False,2021-07-12,no
C00415,25.0,42326.15,119,city_29,basic,True,2024-01-28,no
C00416,39.0,28810.05,89,city_24,basic,True,2022-05-27,yes
C00417,37.0,73004.16,103,city_17,pro,True,2023-08-04,no
C00418,57.0,18369.52,7,city_17,basic,True,2020-02-05,yes
C00419,40.0,48981.12,74,city_30,pro,True,2021-06-09,no
C00420,63.0,19957.91,17,city_22,pro,False,2022-04-29,yes
C00421,68.0,11679.34,81,city_38,basic,False,2022-01-05,yes
C00422,53.0,15962.05,16,city_26,basic,True,2023-01-04,yes
C00423,35.0,,76,city_12,pro,False,2020-09-20,no
